Date,Year,Julian_Date,time,Site,Cl,NO3,PO4,SO4 ,TN,TP,stage,temperature ,dox,pH,clarity,Turbidity ,Ecoli ,"1,7-Dimethylxanthine",Acetaminophen,Amphetamine ,Caffeine,Carbamazepine,Cimetidine ,Cotinine,Diphenhydramine,MDMA,Methamphetamine,Morphine ,Sulfadimethoxine ,Sulfamethoxazole,Thiabendazole ,d15N-NO3 ,d18O-NO3  ,Ca,HCO3,K ,Mg,Na ,,
22-Feb-05,2005,53,9:52,DRKR,838,1.47,6.4,35.1,1.6,4.5,0.72,6.8,,7.19,sl. Turbid,5.44,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,8:47,GFCP,315,2.06,4.1,22.9,2.07,9.5,2.08,6.7,,,clear,2.9,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,11:05,GFGB,232,2.78,4.2,10.8,2.78,2.4,0.18,6.6,,6.84,clear,1.46,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,11:25,GFGL,183,2.30,10,29.5,2.32,9.1,0.98,6,,7.11,clear,3.45,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,9:05,GFuGR,345,2.01,4.3,22.5,1.96,3.6,,7.1,,,clear,2.8,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,10:10,GFVN,215,2.01,4.1,14.9,1.99,2.1,1.1,6.1,,7.03,clear,2.6,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,9:00,GRGF,165,2.82,5.3,38.4,3.91,66.2,,10.5,,,sl. Turbid,8.31,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,8:25,MAWI,164,4.77,84.2,29.3,4.96,171,0.6,9.4,,,very turbid,9.37,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,10:35,MCDN,4.67,6.48,32.6,16.7,6.48,32.6,0.25,7.8,,6.1,clear,0.53,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-05,2005,53,12:40,POBR,2.44,0.03,3.4,1.98,0.1,3.2,1.24,6.1,,5.67,clear,0.91,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,13:10,BARN,69.2,1.62,3.9,3.77,1.57,1.5,1.3,4.5,,6.21,clear,0.51,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,9:57,DRKR,11600,0.99,24.4,28.2,1.6,24.4,0.86,3.2,,7.75,very turbid,15.53,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,8:44,GFCP,2970,1.56,6.8,36.6,1.76,3.8,2.22,3.8,,7.87,turbid,5.32,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,11:15,GFGB,1880,2.55,5.1,28.7,2.57,1.5,0.24,4.6,,7.95,clear,1.59,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,11:35,GFGL,2400,1.69,9.1,45.1,2.06,47.1,1.08,4.9,,7.95,very turbid,30.1,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,9:00,GFuGR,2850,1.55,6.4,36.1,1.71,1.5,,3.6,,7.95,very turbid,4.87,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,10:10,GFVN,2520,1.85,5.6,34.9,1.86,1.5,1.18,3,,7.85,turbid,4.52,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,8:54,GRGF,4770,2.46,10.1,34.7,2.99,129,,6.3,,7.62,very turbid,21.2,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,8:32,MAWI,7360,1.21,15.6,28.1,2.82,72.9,0.68,5.3,,7.67,turbid,13.15,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,10:48,MCDN,4.88,6.03,30.9,16.4,7,165,0.25,7.6,,6.43,clear,1.58,,,,,,,,,,,,,,,,,,9.9,23.03,1.49,4.24,7.28,,
1-Mar-05,2005,60,12:50,POBR,2.6,0.03,3.5,1.88,0.1,3.3,1.27,5.3,,5.23,clear,1.42,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,9:24,RGHT,7430,1.34,26.1,28,1.71,39.1,,4.7,,7.97,clear,3.36,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-05,2005,60,9:24,RGHTisco,1020,3.03,67.3,44.6,3.41,190,,,,,NA,12.83,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,12:25,BARN,35.1,1.61,3.1,4.12,1.63,4.6,1.29,4.2,,6.58,slightly turbid,2.34,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,9:45,DRKR,1610,1.30,4.3,39.4,2.21,92.4,1.16,7.7,,7.65,very turbid,58,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,8:35,GFCP,560,1.77,19.1,26.2,2.12,130,,9.7,,7.42,very turbid,19.2,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,10:45,GFGB,1.73,2.16,3.6,5.87,2.51,50.8,0.66,5.8,,7.25,very turbid,45,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,11:15,GFGL,349,1.29,7.7,17.8,1.77,88.6,1.29,3.4,,7.2,very turbid,48.8,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,8:50,GFuGR,695,1.83,5.6,28.9,2.32,159,,8.4,,7.55,very turbid,21,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,10:05,GFVN,561,1.71,4.1,20.9,2.06,42,1.46,7.2,,7.44,very turbid,23.1,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,8:45,GRGF,463,2.46,126,22.8,2.96,432,,9.7,,7.17,very turbid,66.7,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,8:25,MAWI,614,2.26,29.4,30.8,2.9,1364,1.06,11.5,,7.25,very turbid,53.2,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,10:35,MCDN,4.43,5.76,23.1,16,5.8,163,0.26,5.7,,6.3,clear,1.86,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,12:20,POBR,2.28,0.06,3.1,2.45,0.15,3.8,1.28,4.8,,5.7,clear,1.49,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,9:13,RGHT,452,1.14,78.7,17.9,1.58,197,,7.7,,7.46,very turbid,50.7,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-05,2005,67,9:17,RGHTisco,776,1.15,15.5,28.2,2.59,140,,,,,very turbid,23.1,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,12:00,BARN,27.7,1.59,3.6,3.24,1.61,2.9,1.28,6.6,,6.81,clear,0.58,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,9:30,DRKR,651,1.06,11.2,42.2,1.1,11,0.68,5.8,,8.06,sl. Turbid,2.2,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,8:30,GFCP,227,1.60,3.7,23.9,1.66,5.3,1.96,6.9,,7.74,clear,1.62,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,10:41,GFGB,99.7,2.71,7,8.51,2.71,3.5,0.14,6.6,,7.34,clear,1.32,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,10:55,GFGL,133,2.33,12.7,31,2.49,11.8,0.95,7.2,,7.85,clear,2.65,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,8:40,GFuGR,219,1.56,3.5,22.6,1.64,4.6,,5.2,,7.76,clear,1.53,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,9:45,GFVN,157,1.94,4,14.2,1.95,3.4,0.98,5.7,,7.76,clear,1.86,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,8:45,GRGF,161,2.69,7.1,42.7,3.23,10.7,,6.6,,7.41,sl. Turbid,5.04,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,8:20,MAWI,166,1.64,5.7,31.1,1.74,30.4,0.54,7.7,,7.36,clear,2.61,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,10:17,MCDN,4.69,6.33,36.2,16.7,6.38,36.2,0.25,8.4,,6.69,clear,0.68,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,12:05,POBR,2.54,0.02,3.2,1.77,0.07,4,1.25,8.2,,6.31,clear,0.61,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-05,2005,74,9:10,RGHTisco,393,0.96,16,22.1,1.5,102,,,,,turbid,12.32,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,13:00,BARN,26.6,1.62,3.6,3.35,1.56,4,1.27,8.9,,6.57,clear,0.32,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,10:07,DRKR,4510,1.45,5.5,27.3,1.99,22.9,0.7,9.2,,7.74,turbid,5.67,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,8:50,GFCP,158,1.71,3.9,19.4,1.88,15.5,2.14,8.6,,7.45,turbid,3.1,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,11:05,GFGB,119,2.37,3.7,9.83,2.44,5.4,0.17,9.9,,7.13,clear,3.47,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,11:32,GFGL,125,2.15,11.5,26.5,2.3,18,0.96,11.1,,7.72,clear,3.08,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,9:07,GFuGR,150,1.76,3.5,17.9,1.87,10.6,,8,,7.67,slight turbid,3.37,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,10:30,GFVN,144,2.06,4.7,12.6,2.2,8.1,1.07,9.2,,7.45,very turbid,6.51,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,9:02,GRGF,290,2.71,17.2,40.3,3.67,40,,9.5,,7.21,turbid,3.5,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,8:35,MAWI,126,2.08,4,25.5,2.32,27.9,0.56,9,,7.12,slight turbid,3.34,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,12:35,POBR,2.52,0.02,3.2,1.88,0.08,5.4,1.25,9.5,,6.13,clear,0.79,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-05,2005,80,9:45,RGHTisco,239,4.22,30,36.9,5.03,186,,8.4,,7.45,turbid,12.29,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,11:15,BARN,25.7,1.14,3.5,5.38,1.16,3.1,1.55,10.7,,6.56,slight turbid,2.71,,,,,,,,,,,,,,,,,,4.07,9.26,1.05,2.68,13.87,,
29-Mar-05,2005,88,9:50,DRKR,209,1.36,5.5,23.1,1.55,39.1,0.9,11,,7.45,very turbid,23.9,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,8:40,GFCP,64.2,1.44,3.4,14.7,1.77,129,3.14,10.5,,7.02,very turbid,47.5,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,10:20,GFGB,53.7,1.66,5.4,9.51,1.82,38.4,0.48,10,,6.92,very turbid,28.5,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,10:45,GFGL,92.3,1.67,6.3,21,1.86,59.8,1.15,11,,7.09,turbid,20,,,,,,,,,,,,,,,,,,33.98,77.05,2.42,11.89,51.09,,
29-Mar-05,2005,88,8:55,GFuGR,64.2,1.42,4.3,14.3,1.82,132,,9.9,,7.21,very turbid,49.3,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,10:05,GFVN,68,1.13,3.7,11.4,1.4,59.3,1.88,10.3,,7.11,very turbid,29.8,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,8:50,GRGF,113,3.14,5.3,44.6,3.14,59.9,,11.2,,7.34,partly turbid,7.48,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,8:24,MAWI,85.8,3.09,5.8,28.8,3.26,75.2,0.91,11.9,,7.02,very turbid,11.1,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,9:25,RGHT,274,4.83,6.8,31.7,4.74,47.5,,10.5,,6.85,clear,0.9,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-05,2005,88,9:25,RGHTisco,137,2.13,37.4,21.1,2.2,118,,,,,turbid,25.7,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,12:35,BARN,19,1.20,3.4,5.25,1.28,5.1,1.61,13.5,,6.66,ptly turbid,2.32,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,9:33,DRKR,247,1.33,7.4,33.4,1.6,35,0.77,12.3,,7.81,hazy,4.23,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,8:03,GFCP,91.7,1.93,5.2,24.5,2.2,22.4,2.39,11.6,,7.26,turbid,4.86,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,10:50,GFGB,65,2.26,4.3,9.74,2.48,3.9,0.29,13.6,,7.23,clear,3.65,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,11:05,GFGL,137,1.97,7.6,27.1,2.25,26.8,1.04,14,,7.39,clear,3.22,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,8:20,GFuGR,90.6,1.98,4.9,23.3,2.17,40.4,,10.5,,7.52,turbid,5.26,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,9:45,GFVN,77.6,1.55,4.3,14.2,1.76,7.4,1.35,12.1,,7.53,turbid,5.49,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,8:12,GRGF,123,3.25,6.4,56.9,3.73,23.8,,12.1,,7.33,sl. Turbid,4.16,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,7:45,MAWI,81.7,2.91,19,33.6,4.01,20.1,0.76,12,,7.1,clear,5.14,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,10:24,MCDN,4.45,6.12,25,15.2,6.53,37.4,0.28,12.3,,6.5,clear,1.43,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,12:04,POBR,2.85,0.03,3,3.29,0.09,3.2,1.35,13,,5.98,clear,1.09,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,8:58,RGHT,147,5.17,11.7,25.7,5.43,26.7,,11.4,,6.79,clear,0.21,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-05,2005,95,8:50,RGHTisco,124,3.77,5.7,22.9,4.35,97.1,,9.2,,7.21,turbid,3.14,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,13:30,BARN,20.6,1.29,3.1,4.13,1.45,3.4,1.48,13.5,,6.92,clear,1.01,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,9:05,DRKR,300,0.77,6.8,38.5,1,4.9,0.74,11.8,,8.02,clear,1.37,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,8:00,GFCP,99.1,1.54,3.7,24.5,1.67,4.8,2.04,12.2,,7.64,clear,0.88,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,10:30,GFGB,65.2,2.30,3.3,8.35,2.48,2.8,0.23,13.2,,7.52,clear,1.09,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,10:45,GFGL,117,2.02,8.1,30.6,2.33,17.1,0.99,12.9,,7.79,clear,1.99,,,,,,,,,,,,,,,,,,51.57,116.96,1.92,21.45,54.62,,
12-Apr-05,2005,102,8:12,GFuGR,97.1,1.42,3.2,22.8,1.59,3.5,,12.2,,7.81,clear,0.61,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,9:25,GFVN,81.1,1.57,3.4,12.9,1.69,2.7,1.73,12.5,,8.09,clear,0.91,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,8:07,GRGF,147,3.52,14.8,59.1,3.81,54.1,,12,,7.41,clear,2.3,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,7:45,MAWI,93,1.97,5.9,37.4,2.19,21,0.62,11.5,,7.52,clear,1.29,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,10:00,MCDN,4.77,5.76,23.4,15.2,5.93,23.9,0.25,12.2,,6.73,clear,0.53,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,13:00,POBR,2.52,0.02,2.8,2.37,0.09,8.3,1.33,13.1,,6.52,clear,0.82,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,8:40,RGHT,92,4.81,36.1,23.7,4.87,45.2,,9.2,,7.21,clear,0.14,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-05,2005,102,8:35,RGHTisco,122,2.35,8.3,26.1,3.08,10.1,,10.2,,7.52,clear,0.92,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,12:15,BARN,20.9,1.31,3.4,3.7,1.31,7.7,1.47,,,6.95,clear,1.01,,,,,,,,,,,,,,,,,,4,9.1,0.98,2.82,9.47,,
19-Apr-05,2005,109,9:20,DRKR,280,0.65,4.2,38.9,0.9,7.7,0.7,,,7.95,clear,1.29,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,7:53,GFCP,96.3,1.44,2.1,23.1,1.7,5.2,1.95,,,7.43,clear,0.66,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,10:35,GFGB,62.1,2.44,2.8,7.29,2.62,2.6,0.19,,,7.48,clear,1.09,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,10:55,GFGL,111,1.83,7.4,29.4,2.11,20.5,0.95,,,8.04,clear,2.21,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,8:10,GFuGR,93.6,1.39,1.5,21.4,1.63,4.8,,,,7.63,clear,0.54,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,9:40,GFVN,79.7,1.63,2.8,12,1.89,3.9,1.09,,,7.71,clear,0.98,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,8:03,GRGF,138,3.32,5.3,56.1,3.64,56.4,,,,7.64,clear,2.25,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,7:32,MAWI,92.2,1.67,3.7,37.7,1.88,7.04,0.58,,,7.38,clear,1.01,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,10:07,MCDN,4.4,5.65,25.2,15.2,5.97,28.9,0.26,,,7.13,clear,0.65,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,12:45,POBR,2.51,0.03,3,2.2,0.18,8.1,1.31,,,6.46,clear,1.11,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,8:45,RGHTisco,98.2,2.44,8.7,27.7,7.4,13.2,,,,7.4,clear,1.45,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-05,2005,109,8:45,RGHTisco,98.2,2.44,8.7,27.7,7.4,13.2,,,,7.04,very turbid,249,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,12:35,BARN,20.7,1.35,3.2,3.71,1.51,8.6,1.43,14.5,9.91,7.43,clear,1.42,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,9:17,DRKR,153,0.81,6.1,32.8,1.06,12.5,0.69,11.2,13.2,8.15,clear,1.98,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,7:48,GFCP,86.8,1.24,2.8,20.5,1.24,11,1.97,11.1,9.59,8.06,clear,1.04,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,10:34,GFGB,60.1,2.39,3.1,7.14,2.63,4.8,0.19,11.4,11.45,7.88,clear,0.89,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,10:57,GFGL,103,1.80,7.5,28.7,2.14,24.4,0.96,13.1,9.45,8.41,clear,2.38,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,8:00,GFuGR,84.4,1.24,2.6,19,1.47,10,,10.9,9.9,8.23,clear,0.91,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,9:33,GFVN,77.8,1.78,3.1,11.8,1.78,12.2,1.1,10.7,12.89,8.32,clear,1.24,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,7:55,GRGF,131,0.01,5.3,51.1,3.64,94.4,,13.2,7.5,7.92,clear,3.57,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,7:35,MAWI,85.7,1.81,39.8,33.6,1.81,89.3,0.55,10.6,8.8,7.79,clear,2.23,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,10:03,MCDN,4.16,5.78,23.3,15.2,6.03,37.3,0.26,13.2,11,7.25,clear,0.79,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,12:15,POBR,2.4,0.02,3.1,2.15,0.11,7.9,1.31,14.6,9.15,7.04,clear,1.08,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-05,2005,116,8:55,RGHTisco,92.2,2.53,16.5,44.3,4.17,185,,,,,turbid,,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,12:20,BARN,21,1.35,3.4,3.51,1.38,5.2,1.4,10.5,7.81,7.42,clear,0.72,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,8:55,DRKR,245,0.74,4.8,33,0.94,17.3,0.7,11.8,10.11,8.15,clear,1.62,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,7:38,GFCP,88.6,1.44,3,20.1,1.63,16.8,1.95,12,8.57,7.95,clear,1.34,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,10:15,GFGB,60.6,2.39,2.8,7.22,2.53,3.6,0.19,10.8,12.21,7.9,clear,0.91,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,10:40,GFGL,104,2.02,8.8,28.5,2.22,21.3,0.94,10.8,9.21,7.96,clear,1.74,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,8:05,GFuGR,86.5,1.36,3,18.9,1.48,19,,11.9,6.42,8.02,clear,0.88,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,9:15,GFVN,76.9,1.54,2.6,11.4,1.66,4.8,1.09,11.3,9.16,8.28,clear,1,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,7:55,GRGF,134,2.71,5.4,47.5,3.47,94.9,,12.8,6.21,7.81,hazy,4.28,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,7:25,MAWI,92.7,1.46,4.6,30.5,1.66,48.7,0.56,11.3,10.21,7.94,clear,1.31,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,9:50,MCDN,4.28,5.90,15.9,15.2,6.08,39.5,0.26,11.3,9.21,7.21,clear,0.73,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,11:50,POBR,2.81,0.03,3.2,2.06,0.09,6.6,1.3,10.8,9.27,7.02,clear,1.3,,,,,,,,,,,,,,,,,,,,,,,,
4-May-05,2005,124,8:15,RGHTisco,45.1,0.94,50.8,16.9,1.5,113,,8.7,9.31,7.64,turbid,2.06,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,12:40,BARN,21.1,1.34,3.6,3.2,1.42,6.7,1.39,16,8.56,7.36,clear,1.24,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,9:20,DRKR,0.02,0.84,5.3,0.75,1.27,32.5,0.68,16.8,9.7,8.02,clear,2.22,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,8:10,GFCP,92.1,1.57,2.8,20.8,1.79,30,1.88,16.2,5.99,7.96,clear,1.77,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,10:40,GFGB,58.5,2.42,3.5,6.48,2.56,6.5,0.16,16.2,9.81,7.82,clear,1.47,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,10:55,GFGL,114,1.90,10,28.7,1.98,25.4,0.91,18.2,11.13,8.06,sl. Turbid,2.05,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,8:25,GFuGR,87.9,1.50,2.7,19.2,1.72,21.1,,16.9,6.46,8,sl. Turbid,1.45,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,9:32,GFVN,77.2,1.69,2.9,11,1.85,4.7,1.02,16.5,7.98,7.97,clear,1.37,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,8:19,GRGF,138,2.85,5.5,48.4,3.67,107,,16.2,8.27,8.12,sl. Turbid,3.63,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,7:50,MAWI,88.8,1.29,3.7,33.9,1.56,25,0.51,15,8.74,7.85,sl. Turbid,1.43,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,10:05,MCDN,4.15,5.99,24.3,15.2,6.32,81.6,0.25,14.2,7.39,7.28,clear,3.13,,,,,,,,,,,,,,,,,,,,,,,,
11-May-05,2005,131,12:25,POBR,2.56,0.04,3.5,1.79,0.12,10.5,1.3,15.5,8.86,6.99,clear,2.63,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,12:45,BARN,21.8,1.40,5,3.03,1.42,7,1.35,12.9,8.55,7.34,clear,11.8,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,13:00,BARN,21.8,1.40,5,3.03,1.42,7,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,9:03,DRKR,215,0.65,6.6,32.6,1.12,30.2,0.66,15.2,7.27,7.74,clear,14.2,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,7:58,GFCP,86.5,1.60,4.2,20.5,1.8,39,1.84,16,6.6,7.74,sl turbid,8.6,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,10:33,GFGB,58.5,2.48,4.4,6.6,2.49,6.6,0.16,13.2,9.22,7.24,clear,9.1,,,,,,,,,,,,,,,,,,22.6,51.25,2.34,9.81,22.16,,
17-May-05,2005,137,10:50,GFGL,112,2.06,11.4,29.1,2.16,26,0.91,14.2,7.89,7.91,clear,17.6,,,,,,,,,,,,,,,,,,60.31,136.76,2,27.55,39.25,,
17-May-05,2005,137,8:15,GFuGR,84,1.59,4.1,18.9,1.72,31.6,,16,6.36,7.86,clear,8.65,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,9:30,GFVN,75.6,1.62,3.6,11,1.77,5.2,0.98,15,10.21,7.74,clear,13.3,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,8:08,GRGF,121,2.64,5.4,41.2,3.56,189,,16.3,5.07,7.61,turbid-visable sewage,58.9,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,7:31,MAWI,72.7,1.17,4.8,27.8,1.35,44.3,0.48,14.2,7.59,7.57,clear,9,,,,,,,,,,,,,,,,,,,,,,,,
17-May-05,2005,137,10:05,MCDN,4.33,6.10,35.1,15.3,6.12,42.9,0.24,12.3,8.33,7.19,clear,8.2,,,,,,,,,,,,,,,,,,,,,,,,
